"","typeH","typeN"
"NA.40746","1.04079987549172e-19","9.26083985045568e-20"
"NA.40747","3.95784911588973e-19","3.47846160857742e-19"
"NA.40748","9.90154353656404e-14","3.1163486405827e-13"
"NA.40749","2.75321863456145e-15","2.79246704921628e-15"
"NA.40750","2.36131417144454e-11","2.36963755493174e-11"
"NA.40751","2.50292476819721e-15","1.64664391786912e-15"
"NA.40752","4.94058160645586e-12","3.31685075289104e-13"
"NA.40753","1.53443603633898e-13","4.05758805672579e-13"
"NA.40754","1.59492513367146e-15","2.27512951266924e-15"
"NA.40755","2.47937968400102e-15","6.35116201095999e-15"
"NA.40756","7.62437570591414e-22","6.33694735482657e-22"
"NA.40757","3.20988705803198e-16","2.38741899079565e-16"
"NA.40758","9.82906538996297e-18","1.07365930459001e-17"
"NA.40759","9.35524879292497e-18","1.31748949914785e-17"
"NA.40760","9.04567082667817e-17","7.03456286234671e-17"
"NA.40761","6.05856432655697e-21","1.70895209131343e-20"
"NA.40762","3.58847288376232e-13","5.99863771780357e-13"
"NA.40763","2.89316001811896e-12","6.18535227334213e-12"
"NA.40764","1.29948071847001e-14","9.8925101723961e-15"
"NA.40765","9.83012495397732e-16","6.99807860773304e-16"
"NA.40766","8.70159341469885e-14","1.18982473989142e-13"
"NA.40767","2.53040059817646e-12","4.72661163088656e-12"
"NA.40768","1.80373902249749e-18","1.64859323473825e-18"
"NA.40769","2.97839218295956e-19","2.73647222733059e-19"
"NA.40770","1.72448694222014e-14","6.00823682533344e-14"
"NA.40771","2.67171888956045e-14","7.32735882953924e-14"
"NA.40772","2.99851351474441e-16","7.35593534738928e-16"
"NA.40773","2.81651565896358e-15","3.96833456888797e-15"
"NA.40774","7.19485393420231e-21","2.05055128546979e-20"
"NA.40775","4.8870273741548e-14","6.42555432761598e-14"
"NA.40776","6.53569453647593e-15","5.75324166930179e-15"
"NA.40777","9.59548917200952e-15","1.27572023613307e-14"
"NA.40778","1.04965928546892e-12","6.37269641787145e-13"
"NA.40779","6.37034260747921e-18","4.68492370773739e-18"
"NA.40780","9.41930535108065e-15","8.41868812003496e-15"
"NA.40781","4.52673243273398e-21","8.01020522545361e-21"
"NA.40782","1.21987650143539e-16","6.05808629109989e-17"
"NA.40783","7.68743135865794e-21","1.83621980752409e-20"
"NA.40784","5.8644811461839e-13","1.14600604375009e-12"
"NA.40785","2.53944479314269e-20","3.69253989698731e-20"
"NA.40786","1.06992254914839e-20","1.67168017556031e-20"
"NA.40787","8.39491421245082e-14","6.47952556584397e-14"
"NA.40788","1.19996178229413e-14","2.73180774405608e-14"
"NA.40789","9.65247962792059e-14","1.07789031572654e-13"
"NA.40790","4.88353471913493e-16","4.08378992995039e-16"
"NA.40791","1.04362343375031e-14","9.15874699333775e-15"
"NA.40792","7.7296075527882e-13","7.99231432649706e-13"
"NA.40793","5.04116681893645e-12","2.1134776106316e-12"
"NA.40794","2.21748226914408e-12","1.1795774894906e-12"
"NA.40795","2.84236029442224e-13","4.69938318041911e-13"
"NA.40796","6.79563769350233e-15","1.70475226664708e-14"
"NA.40797","1.05122760632501e-13","5.31077204604466e-14"
"NA.40798","1.07661157809394e-13","2.93736004405407e-14"
"NA.40799","2.99782305572363e-10","1.01901458794529e-09"
"NA.40800","6.45110468251155e-15","3.19979920595118e-15"
"NA.40801","5.32706152653857e-22","7.26363133259465e-22"
"NA.40802","7.81328847530368e-15","1.4071673275211e-14"
"NA.40803","5.10685308565024e-14","5.85796420745845e-14"
"NA.40804","2.64109958765314e-13","2.44459266754436e-13"
"NA.40805","1.8193891863126e-16","1.34446283267735e-16"
"NA.40806","1.03827725176691e-12","9.50501884305327e-13"
"NA.40807","2.05646474377567e-15","3.16408985197091e-15"
"NA.40808","3.87653072921188e-13","8.35101674912293e-13"
"NA.40809","9.09172709410461e-15","1.91652417389024e-14"
"NA.40810","1.18940626428688e-20","2.62394556365081e-20"
"NA.40811","2.01517674146053e-14","2.42740787515576e-14"
"NA.40812","3.6534406696903e-12","6.68928457465793e-12"
"NA.40813","7.17834598444294e-16","3.20403730494404e-16"
"NA.40814","2.28055652298496e-14","3.21592713538784e-14"
"NA.40815","5.68134332187617e-13","4.7959277480078e-13"
"NA.40816","1.11379178872267e-16","9.87149640571701e-17"
"NA.40817","2.47506471329733e-14","5.16829656883607e-14"
"NA.40818","1.3793834422039e-11","1.54976662665489e-11"
"NA.40819","6.84671319703001e-14","2.67659342594892e-14"
"NA.40820","3.96965227256197e-13","4.76465618519202e-12"
"NA.40821","2.57509610915967e-14","2.86086305594958e-14"
"NA.40822","1.51184876564486e-15","2.59791648019518e-15"
"NA.40823","9.87987237926519e-17","4.75105661695845e-17"
"NA.40824","3.79649610086166e-16","3.68963674215195e-16"
"NA.40825","2.4798294255427e-13","3.19885407589118e-12"
"NA.40826","3.97021898580643e-14","6.02225914685058e-14"
"NA.40827","2.33455888921978e-13","3.66506153362477e-12"
"NA.40828","2.32362107685777e-15","9.84321990868205e-16"
"NA.40829","5.34472699338428e-23","4.14327096880345e-23"
"NA.40830","7.56798026954467e-17","7.78033528721852e-17"
"NA.40831","1.11226535318757e-14","2.04322216445281e-14"
"NA.40832","7.60719570321196e-17","1.65775393306434e-16"
"NA.40833","1.18663368520861e-12","4.34567046307753e-11"
"NA.40834","3.68699299221101e-22","7.68735246208184e-22"
"NA.40835","6.41562316066665e-12","1.12609178633983e-10"
"NA.40836","1.36534117846808e-21","2.75189857642613e-21"
"NA.40837","1.17303257296002e-13","1.23698694835097e-13"
"NA.40838","6.81963883615764e-13","1.25399079113341e-12"
"NA.40839","9.39455026285343e-12","1.3892779918683e-10"
"NA.40840","4.366460011318e-16","3.64868647125905e-14"
"NA.40841","1.0871611413731e-12","1.86528603264502e-13"
"NA.40842","3.70447394436142e-22","2.25658829588524e-22"
"NA.40843","4.95558564862977e-16","5.79424500653801e-16"
"NA.40844","2.47615096430812e-14","1.37274082105943e-13"
"NA.40845","6.4099966544841e-15","7.32022686597841e-15"
"NA.40846","1.03308716367907e-14","6.87475258584236e-15"
"NA.40847","2.88780602025565e-15","1.9995897546125e-15"
"NA.40848","9.83924416872958e-13","1.45166792762833e-12"
"NA.40849","3.61755962751358e-15","1.20941198164344e-14"
"NA.40850","3.76259755606484e-17","4.6416211711952e-17"
"NA.40851","1.52033457118101e-17","1.08364389060937e-16"
"NA.40852","2.33880069968128e-11","1.86844698755256e-11"
"NA.40853","1.16814571515941e-12","5.71528828456878e-13"
"NA.40854","1.75263340138169e-13","1.16610488754293e-13"
"NA.40855","1.27218945991364e-14","2.32340191575765e-14"
"NA.40856","1.79752435090989e-15","1.17919596471694e-15"
"NA.40857","5.21502730994515e-13","3.73301404091026e-13"
"NA.40858","8.64207471030428e-14","1.93027005278158e-14"
"NA.40859","5.26890863848465e-15","2.78898472436981e-15"
"NA.40860","2.74821334805528e-17","2.08465832256381e-16"
"NA.40861","3.42352433524099e-14","5.31443656734648e-14"
"NA.40862","3.24373323580486e-14","1.84179140446299e-14"
"NA.40863","7.03109363152547e-14","1.51575166571236e-13"
"NA.40864","3.84877004631685e-14","2.919930314658e-14"
"NA.40865","3.65313959535766e-16","5.10949400204909e-16"
"NA.40866","3.99311327254057e-18","2.81524881670468e-18"
"NA.40867","2.73510081001724e-14","3.12903127272674e-14"
"NA.40868","5.59000867119094e-13","1.17495450239264e-12"
"NA.40869","1.10591493779662e-13","1.59165984349907e-13"
"NA.40870","1.93025415199794e-14","1.23609983928414e-14"
"NA.40871","1.00681043607695e-15","8.06294756337656e-16"
"NA.40872","3.70280025515395e-15","2.34174043235318e-15"
"NA.40873","3.67233134484982e-13","4.81994524861771e-13"
"NA.40874","4.71219737949352e-12","3.71818178079877e-12"
"NA.40875","6.68306992946596e-17","4.59581294051592e-17"
"NA.40876","1.73492223594729e-15","5.81185410142e-15"
"NA.40877","3.98936025934497e-13","4.71325164332664e-13"
"NA.40878","1.26410995845415e-14","1.54328950874948e-14"
"NA.40879","1.17018957533484e-16","8.8702954228168e-17"
"NA.40880","3.41228709414367e-15","4.85513198564406e-15"
"NA.40881","2.22079785417128e-13","3.29148427637521e-13"
"NA.40882","3.58404086967237e-17","3.48325663834703e-17"
"NA.40883","4.33366219789152e-16","3.9473160312769e-16"
"NA.40884","3.07166423192969e-16","7.1767125951545e-16"
"NA.40885","4.03951287297186e-16","9.80058192547023e-16"
"NA.40886","5.62725308529744e-17","7.32365453991449e-17"
"NA.40887","5.86778799025222e-17","4.33265185545575e-17"
"NA.40888","9.18306278163764e-15","3.14876092489726e-14"
"NA.40889","1.92417491769266e-20","2.0892299404468e-20"
"NA.40890","7.0288142914486e-13","1.04982621552939e-13"
"NA.40891","3.96530018707641e-17","4.33892064478561e-17"
"NA.40892","5.2458315948702e-12","7.3540342152137e-13"
"NA.40893","2.43251614571655e-14","2.07822341108239e-14"
"NA.40894","4.75771302275832e-15","9.0063991822431e-15"
"NA.40895","8.68394349423279e-12","1.77739137350464e-11"
"NA.40896","3.12305070422813e-24","3.14460136819629e-24"
"NA.40897","1.48441221148549e-23","1.41451066151961e-23"
"NA.40898","4.48215860086171e-13","5.11093367109393e-13"
"NA.40899","2.51073943273644e-10","2.81997833414123e-10"
"NA.40900","1.32714238054854e-14","1.75460627715219e-14"
"NA.40901","3.8597726841848e-13","5.31558556876153e-13"
"NA.40902","6.01864836374824e-21","4.20169609917105e-21"
"NA.40903","3.2221005246877e-16","2.74305284892257e-16"
"NA.40904","3.64685438983648e-18","2.34323233059023e-18"
"NA.40905","6.96019070554887e-21","4.67126912815058e-21"
"NA.40906","2.64134857661279e-17","2.02813291302398e-17"
"NA.40907","5.08350839931793e-15","7.2224340121873e-15"
"NA.40908","3.23783807377072e-15","7.17261748643334e-15"
"NA.40909","1.00187933834327e-15","1.61575302474446e-15"
"NA.40910","2.99216026145725e-15","3.51588168185826e-15"
"NA.40911","4.87660494526323e-15","4.86287268885696e-15"
"NA.40912","3.17159514842273e-19","4.461655349688e-19"
"NA.40913","2.06741102771358e-16","3.78923731250216e-16"
"NA.40914","2.83885170745435e-18","2.80785005960347e-18"
"NA.40915","1.04835666834589e-19","1.88756106212041e-19"
"NA.40916","6.19924921095302e-14","9.34631662130443e-14"
"NA.40917","1.62074629446342e-12","5.75394847979428e-12"
"NA.40918","1.14233670520562e-20","8.82123740707033e-21"
"NA.40919","1.09703957615791e-13","1.30511724950703e-13"
"NA.40920","1.88092659614404e-17","7.22254596740389e-18"
"NA.40921","2.89184867394698e-12","1.40689322537893e-12"
"NA.40922","1.19574810118369e-12","2.85760822786733e-13"
"NA.40923","9.67562540372319e-16","1.34327639159336e-15"
"NA.40924","5.20683471086307e-14","2.01417396913548e-14"
"NA.40925","2.47968254819279e-16","1.05952646429789e-16"
"NA.40926","1.38275638703736e-18","2.93125721929762e-18"
"NA.40927","6.24107529177915e-17","4.62090123295564e-17"
"NA.40928","3.71543461766646e-13","1.63841407674369e-13"
"NA.40929","4.52124721746071e-13","8.80661136025441e-13"
"NA.40930","2.37651325513872e-16","3.29257919297101e-16"
"NA.40931","5.27183063505078e-14","5.60334084119814e-14"
"NA.40932","5.0859855577896e-14","3.83098018089953e-14"
"NA.40933","3.10402169459083e-19","6.15228006536563e-19"
"NA.40934","1.29289373075881e-15","1.63075891448263e-15"
"NA.40935","4.1741367116515e-16","3.26190560223286e-16"
"NA.40936","1.34190621752314e-14","1.53537947392261e-14"
"NA.40937","1.04915242098093e-16","1.33207544735489e-16"
"NA.40938","2.60724637292093e-11","2.95683461821853e-11"
"NA.40939","6.12677390343483e-14","4.46844906288424e-14"
"NA.40940","6.2245046519274e-15","8.48495613364806e-15"
"NA.40941","1.76039747670541e-18","1.27009033110268e-18"
"NA.40942","5.66755449215714e-16","7.43487376102396e-16"
"NA.40943","5.56844589944332e-14","7.81736762060377e-14"
"NA.40944","1.44609245786097e-12","1.7284784745773e-12"
"NA.40945","1.66413452720442e-22","9.87330699858264e-23"
"NA.40946","4.37839805858011e-24","4.9083707007441e-24"
"NA.40947","1.05023078525186e-22","1.4438043646135e-22"
"NA.40948","8.36081531998117e-15","7.45987274600839e-15"
"NA.40949","1.41767857434563e-15","1.27751151819484e-15"
"NA.40950","3.97918464259749e-09","2.61067373674396e-10"
"NA.40951","6.09371249117865e-11","1.24843515527214e-10"
"NA.40952","9.88977821431542e-23","6.61716462200492e-23"
"NA.40953","3.5137862998065e-20","6.71301703140973e-20"
"NA.40954","5.51582359505166e-14","5.16695443907394e-14"
"NA.40955","3.77582096111945e-09","4.19835078630267e-10"
"NA.40956","3.22766227822755e-12","5.50718661292064e-12"
"NA.40957","5.21427998929665e-18","5.7068479002478e-18"
"NA.40958","9.50239426738813e-16","1.05251137794576e-15"
"NA.40959","6.17041649396687e-13","9.30088330766522e-14"
"NA.40960","2.21880246036913e-09","2.91473558542649e-09"
"NA.40961","2.28962316970213e-22","3.81717546374904e-22"
"NA.40962","5.30632244984574e-13","6.4692792567008e-13"
"NA.40963","3.32141959713838e-14","4.43349070608513e-14"
"NA.40964","1.57380353176926e-13","3.00622523822037e-13"
"NA.40965","1.34907226505114e-14","1.32202093852234e-14"
"NA.40966","3.54821048830351e-08","1.20173616259365e-09"
"NA.40967","1.22933980469436e-13","2.24674517897278e-13"
"NA.40968","2.24519604499767e-10","5.41202783386567e-10"
"NA.40969","1.85260567647099e-13","2.33638109940548e-13"
"NA.40970","1.40825983692419e-09","2.38197254570255e-09"
"NA.40971","1.19048273076793e-15","4.27516648249076e-16"
"NA.40972","6.59878249543764e-17","1.04749534692113e-16"
"NA.40973","9.67999585011234e-09","3.95585797536011e-10"
"NA.40974","2.2695456867594e-24","2.44623763721235e-24"
"NA.40975","1.60753527724677e-11","3.91264315534305e-11"
"NA.40976","4.17566766298346e-12","4.14910176112521e-12"
"NA.40977","1.24451029719074e-15","6.73651132434818e-16"
"NA.40978","2.34451275503892e-09","6.22980707213426e-09"
"NA.40979","4.53694940816475e-22","4.39425523187659e-22"
"NA.40980","1.49010246748894e-12","3.84931830836785e-12"
"NA.40981","2.82743878897436e-12","2.19864416410003e-12"
"NA.40982","7.60440959304377e-09","3.99506701631998e-10"
"NA.40983","7.26218448497263e-15","6.22896925010701e-15"
"NA.40984","4.797105652016e-09","2.83918825460304e-10"
"NA.40985","3.83734557337964e-10","2.24245037118399e-10"
"NA.40986","2.80179964526464e-17","2.75259310866735e-17"
"NA.40987","7.93699728281185e-09","3.84517777105198e-10"
"NA.40988","4.74510210573691e-10","2.56165929144938e-10"
"NA.40989","1.53922920924525e-12","1.74584454000195e-12"
"NA.40990","3.59368347511841e-09","2.68716543132916e-10"
"NA.40991","1.82071259667144e-16","1.80595553416697e-16"
"NA.40992","5.49646091406647e-13","3.94155560586976e-13"
"NA.40993","5.14365777093371e-14","7.00521904839468e-14"
"NA.40994","1.14603527562013e-14","7.55687872016324e-15"
"NA.40995","4.48740995966022e-14","7.54332363461785e-14"
"NA.40996","2.34688561570418e-16","5.130212415483e-16"
"NA.40997","2.04437388797715e-16","9.53778512241151e-17"
"NA.40998","1.46403711692778e-16","2.3890029991487e-16"
"NA.40999","3.89112400381299e-15","1.90369249698034e-15"
"NA.41000","1.74310958092737e-17","2.349589434989e-17"
"NA.41001","7.0020233449304e-14","4.15980542785553e-14"
"NA.41002","1.7048469656082e-14","1.14162214628178e-14"
"NA.41003","7.83548761726245e-15","3.84571849666665e-15"
"NA.41004","1.17907342166244e-21","2.06439272858149e-21"
"NA.41005","2.43590589815473e-11","9.49050929773036e-12"
"NA.41006","3.01084064531275e-16","1.66767879934947e-16"
"NA.41007","7.75263778135071e-14","4.34345975238114e-14"
"NA.41008","3.16140443757811e-16","6.23090554352309e-16"
"NA.41009","3.86660279717034e-13","4.86717255342392e-14"
"NA.41010","3.69842950412266e-16","2.15784811991191e-16"
"NA.41011","2.37226204949751e-17","1.87096770147258e-17"
"NA.41012","9.85766406619967e-16","1.8907919116392e-15"
